Wavelength,AUS1,ICE1,KUW1,NIG1,SAH1,OAH1,SAN1
575,0.006892203,0.005319002,0.000778234,0.003617924,0.00267796,0.009526068,0.004817631
576,0.006783502,0.005253642,0.000776515,0.003603969,0.002672935,0.009371399,0.004752296
577,0.006676546,0.005200492,0.000779449,0.003594461,0.002666217,0.009218114,0.004709439
578,0.006565302,0.005148806,0.00077725,0.003586927,0.002658339,0.009066188,0.004704304
579,0.006457272,0.005103897,0.000769996,0.0035778,0.002648891,0.008911522,0.004743138
580,0.006345552,0.005058143,0.00076311,0.00357159,0.00263785,0.008760176,0.004808169
581,0.006228101,0.004997223,0.00075735,0.003569694,0.002624925,0.008611856,0.004868711
582,0.006119273,0.004918889,0.000747334,0.00356596,0.00261141,0.008463848,0.004930367
583,0.006024196,0.004836205,0.000740426,0.003556798,0.00259824,0.008315386,0.00497769
584,0.005931101,0.004742765,0.000740081,0.003545169,0.002586637,0.008178207,0.004991454
585,0.005842192,0.004648643,0.000745451,0.003523487,0.002576484,0.008051912,0.004976584
586,0.005754151,0.004562578,0.000752024,0.00349125,0.002565625,0.007935399,0.00495866
587,0.005656663,0.004489989,0.00076295,0.003453901,0.002556065,0.007829389,0.004927122
588,0.005542571,0.004420916,0.000776853,0.003416706,0.002544837,0.007730684,0.004892801
589,0.005423486,0.004363864,0.000786832,0.00338182,0.002531469,0.007631421,0.00488073
590,0.005301814,0.004313041,0.000789781,0.003357673,0.002516862,0.007526026,0.004878512
591,0.005184131,0.004264113,0.000792813,0.003344644,0.002506969,0.00741205,0.004879045
592,0.005076617,0.00421275,0.00078914,0.003339476,0.002498661,0.007291947,0.004898384
593,0.004986463,0.004163512,0.00077455,0.003339934,0.002494943,0.007178211,0.004922769
594,0.004909276,0.004109768,0.000757797,0.003341742,0.002494401,0.007074843,0.004936496
595,0.004844211,0.004062436,0.00073996,0.003342537,0.002495862,0.006989486,0.00495428
596,0.004789882,0.004025053,0.000715212,0.003340438,0.002493505,0.006923455,0.004967161
597,0.004745212,0.003996876,0.000695051,0.003338859,0.002488124,0.006875984,0.004955349
598,0.004709458,0.003972776,0.000682201,0.003338043,0.002476499,0.006830438,0.00493353
599,0.004675931,0.003957316,0.000670961,0.003337973,0.002461719,0.006779799,0.004913207
600,0.004643596,0.003934997,0.000664723,0.003332046,0.002445949,0.006720434,0.004886994
601,0.004606526,0.003901036,0.000669015,0.003324147,0.002432751,0.006655517,0.004862863
602,0.004560057,0.003864126,0.000675823,0.003309662,0.002423089,0.006580568,0.004851829
603,0.004497646,0.003831948,0.000685081,0.00328845,0.002423005,0.006506639,0.004839043
604,0.004431431,0.003802696,0.000693799,0.003263239,0.002428304,0.006442059,0.004802656
605,0.004362767,0.003783674,0.000697632,0.003242552,0.002434322,0.006389641,0.00474365
606,0.004300444,0.00377898,0.000691796,0.003222687,0.002437446,0.006349084,0.004666705
607,0.00424802,0.003777143,0.000680077,0.003208245,0.002440035,0.006322346,0.004579816
608,0.004208531,0.003769535,0.000661856,0.003200454,0.002434553,0.006302655,0.0045017
609,0.004169982,0.003753801,0.000644855,0.003201663,0.002425,0.006281216,0.004453193
610,0.004133539,0.003729612,0.000631671,0.003209487,0.00241677,0.006254278,0.004437677
611,0.004089243,0.003697197,0.00062288,0.003225989,0.002415846,0.006213762,0.004438918
612,0.004037443,0.00366213,0.000615229,0.003245753,0.002415166,0.006160267,0.00444392
613,0.003984935,0.003637483,0.000613564,0.003265832,0.00242019,0.006097969,0.004452293
614,0.003941053,0.003628775,0.0006119,0.003277269,0.002428545,0.0060378,0.004462281
615,0.003900286,0.003632976,0.000608015,0.003279322,0.002435276,0.00597644,0.004474983
616,0.003872962,0.003647804,0.00060623,0.003270775,0.002431624,0.005921668,0.004508662
617,0.003857128,0.003667741,0.000603815,0.003257488,0.002424976,0.005875745,0.004560884
618,0.003843049,0.003675404,0.000595119,0.003244322,0.002415579,0.005839756,0.004598309
619,0.003829101,0.003665742,0.000583779,0.003238704,0.002406177,0.005801944,0.004612966
620,0.003816986,0.003646697,0.000574287,0.003236249,0.002401502,0.005771738,0.004599234
621,0.003797828,0.003618076,0.000561795,0.003237721,0.002409833,0.005742301,0.004538473
622,0.003773234,0.003592929,0.00055705,0.003238839,0.002424828,0.005718989,0.004443064
623,0.003751437,0.003585479,0.000557124,0.003232493,0.002442067,0.005697072,0.00435911
624,0.003726519,0.003590355,0.000561285,0.003216615,0.002456381,0.005686318,0.004281276
625,0.003699852,0.00359755,0.000563551,0.003199755,0.002464993,0.005675463,0.004213585
626,0.003677906,0.003605592,0.000566513,0.003180237,0.002462795,0.005671851,0.004178701
627,0.003659877,0.003596583,0.000562508,0.003160801,0.00245448,0.005658352,0.004175349
628,0.003633681,0.003562324,0.000561875,0.003150337,0.00244335,0.005642665,0.004166668
629,0.00360725,0.003513941,0.000563487,0.003148428,0.00243421,0.005619104,0.00417805
630,0.003580051,0.003459032,0.000569482,0.003146014,0.002429399,0.005597106,0.004205415
631,0.003551115,0.003400008,0.000579259,0.003147869,0.002430235,0.005580022,0.004233671
632,0.003519066,0.003351274,0.000592375,0.003151216,0.00243646,0.005577268,0.004239228
633,0.003497727,0.003320056,0.000598618,0.003145598,0.00244532,0.005575886,0.004253733
634,0.003478446,0.003307726,0.000596646,0.003131018,0.002452946,0.005576264,0.004253114
635,0.003462942,0.003306993,0.00059121,0.003117979,0.002452219,0.005577495,0.004243664
636,0.003445291,0.00332062,0.000581879,0.003099603,0.002446873,0.005565653,0.004223709
637,0.003429753,0.00334552,0.000568841,0.003079057,0.002433569,0.005545199,0.004232692
638,0.003413037,0.003368417,0.000559102,0.003067042,0.002416096,0.005527955,0.004237261
639,0.003398985,0.00337091,0.000559706,0.003066894,0.002398768,0.005513129,0.004253984
640,0.003391564,0.003358704,0.000564846,0.003068299,0.002389477,0.005491529,0.004281
641,0.003397574,0.003326791,0.000570885,0.003075931,0.002379679,0.005472765,0.004323593
642,0.003406604,0.003270005,0.000582346,0.003088737,0.002373164,0.005450479,0.004348758
643,0.003411367,0.00320594,0.000595201,0.00309924,0.002366812,0.005420436,0.004387197
644,0.003420923,0.003157713,0.000599325,0.003101281,0.00235684,0.005385004,0.004409201
645,0.003424362,0.003126597,0.000593896,0.003101,0.002341941,0.005356537,0.004399322
646,0.003419711,0.003114823,0.000591076,0.003093143,0.002330409,0.005335419,0.004356388
647,0.003422101,0.003123435,0.000585435,0.003073509,0.002320182,0.005322229,0.004297242
648,0.003434507,0.003136415,0.000579614,0.003046878,0.002311306,0.005316692,0.004197333
649,0.003438471,0.003137294,0.000579186,0.003018251,0.00230591,0.005318142,0.004087771
650,0.00343512,0.003124114,0.000588328,0.002985027,0.002302986,0.005318436,0.003990624
651,0.003422589,0.003099966,0.000587889,0.002953593,0.002299668,0.005307936,0.003907472
652,0.00338782,0.003068853,0.000581764,0.002929965,0.002294729,0.005291493,0.003833311
653,0.003331306,0.003045342,0.000567919,0.002908114,0.002291604,0.005264092,0.003779805
654,0.003269108,0.003040345,0.000551079,0.002887091,0.002290578,0.005229577,0.003738469
655,0.003209313,0.003046066,0.000532493,0.002867093,0.002292077,0.005187248,0.003700145
656,0.003156878,0.003057651,0.000532375,0.002850499,0.002294583,0.005151396,0.003666221
657,0.003119779,0.003077332,0.000549909,0.002835115,0.002302419,0.005113079,0.003638961
658,0.003103678,0.003089842,0.000582532,0.002829587,0.002313955,0.005082855,0.003617884
659,0.003099264,0.003082824,0.000616463,0.002831525,0.002327193,0.005053388,0.003600946
660,0.00310549,0.003074842,0.000645157,0.002843668,0.002335981,0.005032585,0.003594741
661,0.003116231,0.003064983,0.000657904,0.002858083,0.002342204,0.005013484,0.00359095
662,0.003126388,0.003042966,0.000653701,0.002874273,0.002341998,0.005003106,0.003598067
663,0.003126584,0.003024112,0.000638869,0.002886908,0.002336299,0.004998098,0.003613997
664,0.003119901,0.003025275,0.00062772,0.002899763,0.002326972,0.004998366,0.003628932
665,0.003102833,0.003024721,0.000626083,0.002909628,0.002326066,0.00499409,0.003630857
666,0.003076129,0.003020778,0.00062945,0.002922018,0.002333013,0.004984329,0.003634657
667,0.003046095,0.003029937,0.000635651,0.002934042,0.002350233,0.004975921,0.003615483
668,0.003026331,0.003045648,0.000640065,0.002942594,0.002368385,0.004962844,0.003584334
669,0.003025965,0.003053095,0.000635067,0.002946314,0.002386377,0.004955058,0.003567047
670,0.003037582,0.003064263,0.00061783,0.002947043,0.002395545,0.004963392,0.003565548
671,0.003061599,0.003091062,0.000597752,0.002938507,0.002394385,0.004984769,0.003564582
672,0.003088436,0.003104946,0.000578683,0.002933399,0.002378537,0.005006188,0.003585182
673,0.003102659,0.003095904,0.000565096,0.002938084,0.002360675,0.005034532,0.003615855
674,0.003082872,0.003075935,0.000555454,0.002948539,0.002341482,0.005061437,0.003634916
675,0.003048966,0.00305121,0.000548423,0.002965727,0.002321937,0.005072683,0.003652175
676,0.003007383,0.00301074,0.000541979,0.002995589,0.002302897,0.005081703,0.003677516
677,0.002966736,0.002991722,0.000536608,0.003018494,0.002289572,0.005089221,0.003706466
678,0.002928815,0.003009983,0.000529484,0.003030517,0.002279545,0.005088294,0.003728614
679,0.002914563,0.003045185,0.000528606,0.003033422,0.002269026,0.005077823,0.003744966
680,0.002898532,0.003071342,0.000539676,0.003025229,0.002259249,0.005066645,0.003747519
681,0.002874761,0.003092645,0.000557127,0.003005467,0.002253558,0.005029517,0.003720652
682,0.0028439,0.003074804,0.000577722,0.002983238,0.002249019,0.004970182,0.003652855
683,0.002820275,0.003009715,0.000594692,0.002960357,0.002237609,0.004897541,0.003566872
684,0.002787008,0.002919427,0.000600519,0.002940849,0.002228145,0.004811415,0.003472874
685,0.002771944,0.002842216,0.000587647,0.002920243,0.00222107,0.004720566,0.003377146
686,0.002771699,0.002774975,0.00056577,0.002897081,0.002215566,0.00465469,0.003314476
687,0.002780677,0.002742053,0.000533233,0.002880146,0.002212783,0.004615429,0.00329848
688,0.002778687,0.002742498,0.000503575,0.00286768,0.00222138,0.004595862,0.003323559
689,0.002785436,0.002769676,0.000481652,0.002857155,0.002233249,0.004605195,0.003382982
690,0.002782976,0.00279185,0.000472346,0.002858249,0.002249865,0.004628734,0.003457074
691,0.002785317,0.002808183,0.000464323,0.002869165,0.002262314,0.004654318,0.003505663
692,0.002791336,0.002809908,0.000462656,0.002876279,0.002269235,0.004681872,0.003536135
693,0.002820491,0.002804073,0.000461604,0.002878408,0.002267687,0.004711404,0.003531255
694,0.00285209,0.002787251,0.000455142,0.002877232,0.002260261,0.004734614,0.003489209
695,0.002885845,0.002774141,0.000448104,0.002864524,0.002243921,0.004760713,0.003456233
696,0.002903493,0.002774488,0.00044879,0.002842374,0.002229655,0.00478042,0.003455487
697,0.002907405,0.002779175,0.000457049,0.002818083,0.002224119,0.004793957,0.003453877
698,0.002885563,0.002781584,0.000465593,0.002801115,0.002225451,0.004806589,0.003461831
699,0.002852326,0.002784832,0.000484559,0.002786362,0.002233678,0.00482071,0.003484168
700,0.002814762,0.002781961,0.000496941,0.002779621,0.002246436,0.004819647,0.003472674
701,0.002779221,0.002766771,0.000497781,0.002783003,0.002259689,0.004806584,0.003426771
702,0.002745507,0.002754005,0.000481309,0.002795704,0.002262318,0.004779609,0.003392167
703,0.002717131,0.002742484,0.000460499,0.002804419,0.002257599,0.004738284,0.003377127
704,0.002686596,0.002723014,0.000428167,0.002815825,0.002246014,0.004680896,0.003378713
705,0.002646389,0.002711648,0.000406269,0.002824751,0.002235732,0.004630918,0.003418413
706,0.002602288,0.002701983,0.000400942,0.002823388,0.002226503,0.004605077,0.00347492
707,0.002561774,0.00269392,0.000418886,0.002808846,0.002226232,0.004593395,0.00351597
708,0.002520742,0.002689344,0.00044735,0.002786665,0.002230883,0.004581917,0.003529993
709,0.002490329,0.002700321,0.000487803,0.002749368,0.002241401,0.004574782,0.003521736
710,0.002479724,0.002703566,0.000527024,0.002700035,0.002251488,0.004559065,0.003478133
711,0.002489924,0.002707672,0.000562367,0.00264816,0.002260131,0.00451856,0.00342355
712,0.002509899,0.002702043,0.000589094,0.002598285,0.002264239,0.004477794,0.003365595
713,0.002553507,0.002691063,0.00061509,0.002560556,0.002273705,0.004468513,0.003328919
714,0.00260081,0.002672991,0.000629353,0.002546946,0.002284227,0.004479722,0.003311495
715,0.002646415,0.002661543,0.000631402,0.002561113,0.002299382,0.004516757,0.00332986
716,0.002676339,0.002649718,0.000611281,0.002602059,0.002322984,0.004583087,0.003374336
717,0.002696011,0.002637171,0.000573036,0.002668974,0.002355179,0.004650663,0.003435501
718,0.002693298,0.002622165,0.000518662,0.002742163,0.002377124,0.00468251,0.003484519
719,0.002690172,0.002608696,0.000462742,0.002804132,0.002397096,0.004696475,0.003490989
720,0.002692019,0.002589184,0.000415173,0.002852647,0.002408479,0.004682562,0.003452626
721,0.002723728,0.002578738,0.000389219,0.002876629,0.002406259,0.004632327,0.003377925
722,0.002782072,0.002586555,0.000384086,0.002877848,0.002389569,0.004566557,0.003290602
723,0.002860355,0.0026111,0.000384329,0.002867742,0.002377794,0.004514158,0.003194841
724,0.002935877,0.002629409,0.000398194,0.002861145,0.002355979,0.00445942,0.00317011
725,0.002993072,0.00265698,0.000412915,0.002853883,0.002332798,0.004416988,0.003197077
726,0.003000705,0.002671906,0.00042918,0.002854902,0.002310536,0.004416489,0.00326442
727,0.002960504,0.00266831,0.00043801,0.002858387,0.002293884,0.00445289,0.00334891
728,0.00288677,0.002646072,0.00046138,0.002864399,0.002272039,0.004503652,0.003455157
729,0.002796701,0.002635444,0.000480175,0.00286599,0.002262732,0.004578265,0.003502428
730,0.002708595,0.002619504,0.000497787,0.002860392,0.002260909,0.004663125,0.003522962
731,0.002639579,0.002613364,0.000511718,0.002853806,0.002264607,0.00471992,0.00351656
732,0.002594186,0.002623325,0.000536152,0.002843282,0.002268751,0.004738888,0.003498993
733,0.002567396,0.002648222,0.000558877,0.00282757,0.002276049,0.004739015,0.003471174
734,0.002557783,0.002670566,0.000585791,0.002813282,0.002277357,0.004720531,0.00345019
735,0.002555081,0.002699923,0.000624296,0.002811661,0.002274074,0.004692693,0.00340079
736,0.002561323,0.002735149,0.00065921,0.002812636,0.002274764,0.004681147,0.003336288
737,0.002571555,0.002774824,0.000678833,0.002826597,0.002282077,0.004703208,0.003262506
738,0.002583465,0.00282916,0.000681739,0.002850087,0.002295034,0.004743428,0.003191772
739,0.002587336,0.002902227,0.000666751,0.00287428,0.002311778,0.004783162,0.003172394
740,0.002589961,0.002987783,0.000629909,0.00289509,0.002334857,0.004813681,0.003228465
741,0.002594804,0.003078473,0.000586289,0.002910413,0.002351545,0.004822371,0.003331565
742,0.002604493,0.003162429,0.000552219,0.002912496,0.002357888,0.004798343,0.003461592
743,0.002619899,0.003225005,0.000539198,0.002913106,0.002357263,0.004744772,0.003586861
744,0.002653963,0.003253952,0.000549818,0.002914224,0.002356628,0.004689921,0.003643582
745,0.002697227,0.003244745,0.000572649,0.002909803,0.002345152,0.004647367,0.003635039
746,0.002730865,0.003205348,0.000616398,0.002910271,0.00232722,0.004618281,0.003604841
747,0.002746422,0.003154119,0.00066199,0.002919119,0.002309752,0.004598045,0.003561548
748,0.002747497,0.003085958,0.000686233,0.002920154,0.002293792,0.00460024,0.003535103
749,0.002728065,0.003025573,0.000690809,0.00292173,0.002273925,0.004607563,0.003566302
750,0.002701487,0.002996791,0.000696944,0.002926509,0.002262553,0.00461209,0.003627925
751,0.002693692,0.002980041,0.000678312,0.002923956,0.002269799,0.00463035,0.003676893
752,0.0027109,0.002950506,0.000643442,0.002913877,0.002289525,0.004661718,0.003688263
753,0.002744751,0.002922057,0.000625306,0.002905358,0.002308261,0.004692383,0.003643951
754,0.002786607,0.00288195,0.000618588,0.002882244,0.002325394,0.004728738,0.003517837
755,0.002825422,0.002792813,0.000605101,0.002849808,0.002338426,0.004764082,0.003341739
756,0.002835112,0.002691908,0.000613326,0.002814814,0.002335456,0.004775396,0.003146174
757,0.002824861,0.002601632,0.000635733,0.002774623,0.00232002,0.004784629,0.002981146
758,0.002808216,0.002523465,0.000641065,0.002728685,0.002314867,0.004799478,0.002868143
759,0.002797734,0.002448311,0.000634701,0.002696652,0.002323047,0.004813117,0.002834338
760,0.002792876,0.002419444,0.000627437,0.002674495,0.002339965,0.004837704,0.002849304
761,0.002811109,0.00239959,0.000594736,0.002661705,0.002368536,0.00488482,0.002902261
762,0.002840607,0.002381249,0.000552029,0.002667003,0.002406427,0.00492434,0.002946629
763,0.002861276,0.002368874,0.000516515,0.002692377,0.002431354,0.004947604,0.002959272
764,0.002863513,0.002374518,0.000486802,0.002721987,0.002443287,0.004960846,0.00293736
765,0.002852763,0.00235903,0.00046075,0.002747535,0.00244521,0.004960435,0.002914072
766,0.002822148,0.002362128,0.000462194,0.002762061,0.002438616,0.004940464,0.002879268
767,0.00276837,0.002398691,0.000480342,0.002756684,0.002427257,0.004931039,0.002875657
768,0.002714364,0.00244771,0.000507228,0.002721641,0.002425002,0.004931322,0.002902279
769,0.002666605,0.002505099,0.000530215,0.002665553,0.002428578,0.004935614,0.00291819
770,0.002622473,0.002600721,0.000552686,0.002608752,0.002432506,0.004931701,0.002895166
771,0.002590568,0.002687929,0.00054774,0.002562855,0.002433072,0.004923817,0.002852969
772,0.002588086,0.002724941,0.000518677,0.002527888,0.002424583,0.004876832,0.002763986
773,0.002600613,0.002733349,0.000478901,0.002515433,0.002400167,0.004810873,0.0026389
774,0.002630227,0.002719077,0.00045686,0.002522222,0.002367686,0.0047356,0.002535377
775,0.002671671,0.00265151,0.000438709,0.002529278,0.002337887,0.004672799,0.002468993
776,0.002702714,0.002555703,0.000444145,0.002532001,0.002318451,0.004636176,0.002420026
777,0.002700986,0.002488185,0.000462915,0.002537725,0.002311111,0.004659246,0.002387632
778,0.002685978,0.002430262,0.000480352,0.002541354,0.002322754,0.004721217,0.002401736
779,0.002659702,0.002383882,0.000478402,0.002543631,0.002341841,0.004805136,0.002420065
780,0.002635504,0.002381899,0.000463088,0.002559794,0.002363025,0.004893619,0.002444152
781,0.002638716,0.002437547,0.000427008,0.002583488,0.002381688,0.004955763,0.002482142
782,0.002689564,0.002502076,0.000385916,0.002604083,0.002406219,0.004979563,0.002549204
783,0.002753647,0.002594992,0.000335207,0.002623516,0.002427863,0.004962657,0.002575653
784,0.002819724,0.002685146,0.00027141,0.002642491,0.002454042,0.004927436,0.002572717
785,0.002879863,0.002754827,0.000202615,0.002644166,0.002481493,0.004875437,0.002499053
786,0.002924303,0.002775509,0.000138425,0.002641148,0.002504769,0.004829342,0.002388429
787,0.002941034,0.002771953,8.32328E-05,0.002643644,0.002508979,0.004777527,0.002249059
788,0.002953075,0.002730692,5.98884E-05,0.00264844,0.002501188,0.004732524,0.00215155
789,0.002959667,0.002703919,8.05736E-05,0.002649488,0.002477477,0.004689281,0.002119747
790,0.002964635,0.002704849,0.000146632,0.002658661,0.002436399,0.004657868,0.002230375
791,0.002964837,0.002743569,0.000252092,0.002670862,0.002391073,0.004637483,0.002407461
792,0.002973896,0.002810472,0.000377161,0.002669311,0.002356718,0.004639624,0.002597982
793,0.002983847,0.002892567,0.00050063,0.002653014,0.00232879,0.004675898,0.002755436
794,0.002998137,0.002951888,0.000607489,0.002639242,0.002312041,0.004737669,0.002856107
795,0.003013343,0.002952481,0.00068756,0.002625766,0.002329505,0.004814318,0.002851402
796,0.003036392,0.002906501,0.000720416,0.002593032,0.002365326,0.004896379,0.00280664
797,0.003031701,0.002829103,0.000698595,0.002574941,0.002402578,0.004993065,0.002782866
798,0.003006737,0.002760266,0.000636886,0.002578355,0.002444922,0.00508004,0.002780547
799,0.002980583,0.002702843,0.000537201,0.002575819,0.002498562,0.00513943,0.002805416
800,0.002955431,0.002687805,0.000408524,0.002568374,0.002525022,0.00517763,0.002858399
801,0.002915237,0.002705272,0.000280903,0.002587645,0.002539097,0.005202321,0.002889501
802,0.002895701,0.002739016,0.000198639,0.002593379,0.002551474,0.005198057,0.002877112
803,0.002883412,0.002740236,0.00014573,0.002581612,0.002556092,0.005166807,0.002842397
804,0.002842869,0.002710731,0.000127372,0.002578923,0.002533344,0.005146928,0.002753288
805,0.002767867,0.002666764,0.000136015,0.002581067,0.002506508,0.005137929,0.002625824
806,0.002677505,0.002608995,0.0001712,0.002568673,0.002464194,0.005136506,0.00250054
807,0.002573611,0.002517497,0.000190679,0.002567647,0.002421934,0.005142103,0.002362397
808,0.002484913,0.002444613,0.000213024,0.00257962,0.002386159,0.005155332,0.002234921
809,0.002447557,0.002413571,0.000248114,0.002589709,0.002370078,0.005155581,0.002179112
810,0.002459049,0.00238856,0.000288824,0.002605142,0.002371118,0.005142997,0.002140842
811,0.002514674,0.002371474,0.000312897,0.002624213,0.002398349,0.005111825,0.002154486
812,0.002590384,0.002429755,0.000328291,0.002638324,0.002419517,0.005058917,0.002251319
813,0.002660791,0.002523979,0.000325289,0.002640537,0.002442293,0.005006401,0.002358104
814,0.00271233,0.002628646,0.000296537,0.002635114,0.002469215,0.00496378,0.002441145
815,0.00275514,0.002747282,0.000264222,0.002611565,0.002507401,0.004936977,0.002583385
816,0.0027932,0.002869748,0.000230559,0.002580981,0.002548959,0.004939109,0.002686497
817,0.002853372,0.00293251,0.000212904,0.002548303,0.002606968,0.004969053,0.002717253
818,0.002935596,0.002935925,0.000208222,0.002524125,0.002655919,0.00500324,0.002754066
819,0.003018604,0.002887384,0.000208432,0.002502115,0.002685064,0.005010245,0.002785858
820,0.003110505,0.002815875,0.000192758,0.002494032,0.002673642,0.004973441,0.002783773
821,0.003199292,0.002726904,0.000183591,0.002507892,0.002630083,0.004886918,0.002818756
822,0.003271891,0.00264243,0.000164085,0.002537323,0.002550758,0.004806233,0.002895982
823,0.003339113,0.002588386,0.000147644,0.002566815,0.002460834,0.004744996,0.002956114
824,0.003431359,0.002552182,0.000150623,0.002614579,0.002374846,0.004747104,0.003025955
825,0.00353755,0.002498106,0.000173452,0.002676076,0.002316772,0.00480803,0.003096034
826,0.003663631,0.002440726,0.000191133,0.002719422,0.002279835,0.004932377,0.003155839
827,0.003769872,0.002383764,0.000218609,0.002744075,0.002281555,0.005035221,0.003214442
828,0.00384257,0.002319934,0.000226143,0.002779515,0.002310657,0.005101096,0.003333241
829,0.003857721,0.002271275,0.000192196,0.002808881,0.002344884,0.005098682,0.003503157
830,0.003789936,0.002263577,0.000142383,0.002820094,0.002378159,0.005062239,0.003667814
831,0.003624608,0.002283316,0.000112714,0.002835857,0.002412046,0.004965449,0.003796685
832,0.003440036,0.002329565,9.79552E-05,0.002872558,0.002441918,0.004847362,0.003864113
833,0.003259708,0.002375772,0.000140179,0.002891563,0.00247241,0.004724421,0.003782317
834,0.003088554,0.002429207,0.000254833,0.002890033,0.00253171,0.004635288,0.003529554
835,0.002984415,0.002475862,0.000414932,0.00288813,0.002583989,0.004567782,0.003190588
836,0.002986991,0.002509691,0.000567383,0.002903962,0.002627701,0.004580137,0.002740809
837,0.003050671,0.002531139,0.000680813,0.002915709,0.002658505,0.004687483,0.00231482
838,0.003135487,0.002568924,0.000714888,0.002941756,0.002670289,0.004884547,0.002041771
839,0.003273984,0.002597816,0.000652386,0.003000252,0.002642174,0.005116411,0.001944858
840,0.003413945,0.002629159,0.00049808,0.003069599,0.002631894,0.005346963,0.002009697
841,0.003514415,0.002715165,0.000285734,0.003097233,0.002644889,0.005513078,0.002380904
842,0.003566709,0.002804278,6.47732E-05,0.003099657,0.002659463,0.005584433,0.002834226
843,0.003611506,0.002895571,0.00001,0.003081481,0.002674498,0.005579911,0.003183652
844,0.003609537,0.002980614,0.00001,0.003025121,0.002701499,0.005530065,0.003415745
845,0.003565611,0.002999602,0.00001,0.00296137,0.002702912,0.005487001,0.003558836
846,0.003469872,0.002904861,0.00001,0.002913418,0.002671192,0.005500472,0.003464604
847,0.003341185,0.002740742,0.00001,0.002876204,0.002637721,0.00558184,0.003295849
848,0.003158375,0.002505054,0.00001,0.002850655,0.002603033,0.00570854,0.003243199
849,0.002937207,0.002209916,0.00001,0.002834444,0.002555197,0.005884612,0.003156108
850,0.002820397,0.002059852,0.00001,0.002830478,0.002547094,0.005982171,0.003202774